2017_11_17_16_36_42_394,0,0,0,4.484198E-06,2.114985E-07,2000
2017_11_17_16_36_42_464,0,0,0,1.634813E-06,2.063326E-07,2000
2017_11_17_16_36_42_532,0,0,0,5.16726E-06,1.86283E-07,2000
2017_11_17_16_36_42_614,0,0,0,1.895535E-06,1.711031E-07,2000
2017_11_17_16_36_42_684,0,0,0,9.427592E-07,1.517557E-07,2000
2017_11_17_16_36_42_765,0,0,0,1.177194E-06,1.256012E-07,2000
2017_11_17_16_36_42_839,0,0,0,2.235243E-07,9.704677E-08,2000
2017_11_17_16_36_42_919,0,0.214662,0,0.1221688,0.001516433,1920
2017_11_17_16_36_42_985,0,0.3877231,0,0.3402332,0.004583971,1960
2017_11_17_16_36_43_052,0,0.5895091,0,0.7244688,0.01142287,1900
2017_11_17_16_36_43_122,0,0.8242081,0,1.442753,0.02867547,1920
2017_11_17_16_36_43_204,0,0.5768913,0,2.034359,0.05557648,1960
2017_11_17_16_36_43_274,0,0.3948991,0,2.366292,0.07701152,2000
2017_11_17_16_36_43_350,0,0.1774623,0,2.553939,0.1034262,2000
2017_11_17_16_36_43_433,-0.02,0,0,2.596279,0.1234894,2000
2017_11_17_16_36_43_510,-0.2719862,0,0,2.563592,0.1365811,2000
2017_11_17_16_36_43_586,-0.003672123,0,0,2.542995,0.1445413,2000
2017_11_17_16_36_43_662,0,0,0,2.522259,0.149308,2000
2017_11_17_16_36_43_742,0,0,0,2.501995,0.1519959,2000
2017_11_17_16_36_43_809,0,0,0,2.486905,0.1530912,2000
2017_11_17_16_36_43_888,-0.005,0,0,2.466925,0.1537207,2000
2017_11_17_16_36_43_957,-0.025,0,0,2.447057,0.1537053,2000
2017_11_17_16_36_44_033,-0.04,0,0,2.432225,0.1534085,2000
2017_11_17_16_36_44_109,-0.265035,0,0,2.394762,0.1524706,2000
2017_11_17_16_36_44_176,-0.1003559,0,0,2.381124,0.1516328,2000
2017_11_17_16_36_44_246,0,0,0,2.360965,0.1504837,2000
2017_11_17_16_36_44_330,0,0,0,2.34199,0.1493117,2000
2017_11_17_16_36_44_404,0,0,0,2.323176,0.1481364,2000
2017_11_17_16_36_44_477,0,0,0,2.304515,0.1469622,2000
2017_11_17_16_36_44_551,-0.015,0,0,2.290597,0.146084,2000
2017_11_17_16_36_44_620,-0.035,0,0,2.272122,0.1449171,2000
2017_11_17_16_36_44_700,-0.45834,0,0,2.224272,0.1436037,2000
2017_11_17_16_36_44_776,-0.2302051,0,0,2.208534,0.1418818,2000
2017_11_17_16_36_44_853,-0.0003570914,0,0,2.194263,0.1407588,2000
2017_11_17_16_36_44_922,-0.02035709,0,0,2.176418,0.1393564,2000
2017_11_17_16_36_45_003,-0.04035709,0,0,2.158871,0.1380572,2000
2017_11_17_16_36_45_077,-0.5751212,0,0,2.111292,0.1368283,2000
2017_11_17_16_36_45_160,-0.3259592,0,0,2.09085,0.134921,2000
2017_11_17_16_36_45_234,-0.3409592,0,0,2.07842,0.133698,2000
2017_11_17_16_36_45_304,-0.3609592,0,0,2.060989,0.1322398,2000
2017_11_17_16_36_45_379,-0.3809592,0,0,2.04353,0.1309078,2000
2017_11_17_16_36_45_456,-0.7729291,0,0,1.982455,0.1291983,2000
2017_11_17_16_36_45_534,-0.5826572,0,0,1.97506,0.1277165,2000
2017_11_17_16_36_45_612,-0.5131202,0,0,1.962086,0.1261519,2000
2017_11_17_16_36_45_704,-0.5381202,0,0,1.940434,0.1244666,2000
2017_11_17_16_36_45_784,-0.5581201,0,0,1.922891,0.123216,2000
2017_11_17_16_36_45_872,-0.5781201,0,0,1.905308,0.1220181,2000
2017_11_17_16_36_45_950,-0.5981201,0,0,1.887674,0.1208538,2000
2017_11_17_16_36_46_046,-0.6231201,0,0,1.865539,0.1194267,2000
2017_11_17_16_36_46_120,-0.6431201,0,0,1.847735,0.1182974,2000
2017_11_17_16_36_46_188,-0.65812,0,0,1.834314,0.1174538,2000
2017_11_17_16_36_46_263,-0.67812,0,0,1.816316,0.1163302,2000
2017_11_17_16_36_46_335,-0.929113,0,0,1.780215,0.1153752,2000
2017_11_17_16_36_46_436,-0.578719,0,0,1.768925,0.1135339,2000
2017_11_17_16_36_46_517,-0.335359,0,0,1.75752,0.1121944,2000
2017_11_17_16_36_46_598,-0.09219098,0.04686606,0,1.718214,0.1112792,2000
2017_11_17_16_36_46_668,0,0.2584561,0,1.844969,0.1109512,2000
2017_11_17_16_36_46_751,0,0.50643,0,2.220801,0.1151823,2000
2017_11_17_16_36_46_834,0,0.7056121,0,2.825388,0.128253,2000
2017_11_17_16_36_46_926,0,1,0,3.877389,0.1592282,2000
2017_11_17_16_36_47_003,0,1,0,4.812418,0.1960233,2000
2017_11_17_16_36_47_085,0,1,0,5.739591,0.2401875,2000
2017_11_17_16_36_47_168,0,1,0,6.659618,0.2890296,2000
2017_11_17_16_36_47_252,0,1,0,7.572495,0.3407869,2000
2017_11_17_16_36_47_332,0,0.866758,0,8.447368,0.394266,2000
2017_11_17_16_36_47_410,0,0.6319301,0,9.110806,0.4464797,2000
2017_11_17_16_36_47_487,-0.005,0.403579,0,9.546358,0.4929897,2000
2017_11_17_16_36_47_570,-0.025,0.1535231,0,9.739121,0.5308092,2000
2017_11_17_16_36_47_645,-0.04499999,0,0,9.714203,0.557671,2000
2017_11_17_16_36_47_722,-0.06499999,0,0,9.63544,0.5739914,2000
2017_11_17_16_36_47_790,-0.08,0,0,9.576634,0.5812844,2000
2017_11_17_16_36_47_868,-0.1,0,0,9.498603,0.5865337,2000
2017_11_17_16_36_47_950,-0.12,0,0,9.42101,0.5883044,2000
2017_11_17_16_36_48_019,-0.14,0,0,9.343855,0.5878022,2000
2017_11_17_16_36_48_098,-0.16,0,0,9.267142,0.5858184,2000
2017_11_17_16_36_48_170,-0.175,0,0,9.209897,0.5836776,2000
2017_11_17_16_36_48_252,-0.8452539,0,0,8.955062,0.5796447,2000
2017_11_17_16_36_48_322,-0.6361299,0,0,8.793882,0.57091,2000
2017_11_17_16_36_48_404,-0.3896469,0,0,8.738665,0.5630863,2000
2017_11_17_16_36_48_476,-0.215638,0,0,8.692617,0.5582379,2000
2017_11_17_16_36_48_552,-0.235638,0,0,8.627237,0.5525271,2000
2017_11_17_16_36_48_630,-0.255638,0,0,8.558917,0.5473505,2000
2017_11_17_16_36_48_703,-0.4191821,0,0,8.439376,0.5417349,2000
2017_11_17_16_36_48_770,-0.2167211,0,0,8.394148,0.5375962,2000
2017_11_17_16_36_48_851,0,0,0,8.320382,0.5325386,2000
2017_11_17_16_36_48_934,0,0,0,8.24991,0.5276013,2000
2017_11_17_16_36_49_017,-0.01,0,0,8.166849,0.5217513,2000
2017_11_17_16_36_49_092,-0.025,0,0,8.117434,0.5183839,2000
2017_11_17_16_36_49_170,-0.04499999,0,0,8.051893,0.5140108,2000
2017_11_17_16_36_49_249,-0.06499999,0,0,7.986648,0.5097354,2000
2017_11_17_16_36_49_345,-0.09,0,0,7.905573,0.5044887,2000
2017_11_17_16_36_49_423,-0.11,0,0,7.841122,0.5003499,2000
2017_11_17_16_36_49_497,-0.13,0,0,7.777041,0.4962523,2000
2017_11_17_16_36_49_567,-0.145,0,0,7.729226,0.4932024,2000
2017_11_17_16_36_49_651,-0.165,0,0,7.665791,0.4891634,2000
2017_11_17_16_36_49_751,-0.19,0,0,7.587025,0.484155,2000
2017_11_17_16_36_49_832,-0.2099999,0,0,7.524427,0.4801784,2000
2017_11_17_16_36_49_916,-0.2299999,0,0,7.462055,0.4762258,2000
2017_11_17_16_36_49_995,-0.2499999,0,0,7.40017,0.4722962,2000
2017_11_17_16_36_50_067,-0.9287831,0,0,7.247166,0.4683909,2000
2017_11_17_16_36_50_135,-0.770407,0,0,7.088543,0.4629273,2000
2017_11_17_16_36_50_207,-0.6675531,0,0,7.031419,0.4556009,2000
2017_11_17_16_36_50_277,-0.687553,0,0,6.968446,0.4495043,2000
2017_11_17_16_36_50_350,-0.702553,0,0,6.920082,0.4454251,2000
2017_11_17_16_36_50_432,-0.871831,0,0,6.813391,0.4402059,2000
2017_11_17_16_36_50_515,-0.6225131,0,0,6.767126,0.4347692,2000
2017_11_17_16_36_50_588,-0.435949,0,0,6.731171,0.4303981,2000
2017_11_17_16_36_50_664,-0.1759,0,0,6.682775,0.4266691,2000
2017_11_17_16_36_50_733,-0.01420289,0,0,6.634763,0.4239496,2000
2017_11_17_16_36_50_815,0,0,0,6.57892,0.4202576,2000
2017_11_17_16_36_50_883,0,0,0,6.525915,0.4166707,2000
2017_11_17_16_36_50_968,0,0,0,6.47347,0.4131835,2000
2017_11_17_16_36_51_034,0,0.05565602,0,6.444666,0.410619,2000
2017_11_17_16_36_51_103,0,0.310998,0,6.622889,0.4091398,2000
2017_11_17_16_36_51_179,0,0.5385509,0,6.992126,0.4136021,2000
2017_11_17_16_36_51_249,0,0.7507591,0,7.428102,0.4223979,2000
2017_11_17_16_36_51_319,0,0.95985,0,8.20378,0.4432244,2000
2017_11_17_16_36_51_400,0,1,0,9.101625,0.4749872,2000
2017_11_17_16_36_51_481,0,1,0,9.995465,0.5151147,2000
2017_11_17_16_36_51_548,0,1,0,10.66123,0.5488443,2000
2017_11_17_16_36_51_618,0,1,0,11.6411,0.5969859,2000
2017_11_17_16_36_51_694,0,1,0,11.95008,0.6350694,2000
2017_11_17_16_36_51_766,0,1,0,13.09611,0.6852667,2000
2017_11_17_16_36_51_835,0,1,0,13.79279,0.723974,2000
2017_11_17_16_36_51_915,0,1,0,14.70631,0.7769383,2000
2017_11_17_16_36_51_988,0,1,0,15.55057,0.8298981,2000
2017_11_17_16_36_52_065,0,1,0,16.3852,0.8829799,2000
2017_11_17_16_36_52_136,0,1,0,17.21024,0.7844869,2000
2017_11_17_16_36_52_214,0,1,0,17.62709,0.6841725,2000
2017_11_17_16_36_52_281,0,1,0,18.4726,0.6011318,2000
2017_11_17_16_36_52_365,0,1,0,19.30894,0.5580024,2000
2017_11_17_16_36_52_440,0,0.9496989,0,20.13716,0.5409528,2000
2017_11_17_16_36_52_513,0,0.764746,0,20.74158,0.539228,2000
2017_11_17_16_36_52_581,-0.02,0.526174,0,21.19482,0.5449775,2000
2017_11_17_16_36_52_652,-0.035,0.3592419,0,21.29226,0.5517355,2000
2017_11_17_16_36_52_720,-0.05499999,0.1102419,0,21.30218,0.5599111,2000
2017_11_17_16_36_52_788,-0.06999999,0,0,21.38858,0.563308,2000
2017_11_17_16_36_52_872,-0.09,0,0,21.22805,0.564576,2000
2017_11_17_16_36_52_943,-0.11,0,0,21.05825,0.5630135,2000
2017_11_17_16_36_53_014,-0.125,0,0,20.6227,0.5612376,2000
2017_11_17_16_36_53_087,-0.145,0,0,20.44728,0.5568947,2000
2017_11_17_16_36_53_168,-0.165,0,0,20.27227,0.551685,2000
2017_11_17_16_36_53_250,-0.185,0,0,20.0978,0.5459167,2000
2017_11_17_16_36_53_331,-0.2049999,0,0,19.92305,0.5397943,2000
2017_11_17_16_36_53_398,-0.2249999,0,0,19.74749,0.5334508,2000
2017_11_17_16_36_53_466,-0.2399999,0,0,19.97936,0.5278386,2000
2017_11_17_16_36_53_534,-0.892069,0,0,19.42785,0.5230849,2000
2017_11_17_16_36_53_616,-0.600853,0,0,19.28394,0.5098061,2000
2017_11_17_16_36_53_695,-0.409306,0,0,18.76318,0.5029283,2000
2017_11_17_16_36_53_771,-0.174601,0,0,18.62516,0.4940504,2000
2017_11_17_16_36_53_846,0,0,0,18.45037,0.4860953,2000
2017_11_17_16_36_53_916,0,0,0,18.27523,0.4786466,2000
2017_11_17_16_36_54_013,0,0,0,18.10504,0.4716052,2000
2017_11_17_16_36_54_082,0,0,0,17.94608,0.4648724,2000
2017_11_17_16_36_54_152,0,0,0,18.34038,0.4589227,2000
2017_11_17_16_36_54_233,0,0,0,18.19596,0.4525856,2000
2017_11_17_16_36_54_315,0,0,0,18.05256,0.4464114,2000
2017_11_17_16_36_54_382,0,0.04354799,0,17.90749,0.4403587,2000
2017_11_17_16_36_54_450,0,0.2044861,0,17.38856,0.4371566,2000
2017_11_17_16_36_54_528,0,0.480303,0,17.62446,0.4339419,2000
2017_11_17_16_36_54_602,0,0.7022039,0,18.11162,0.4359085,2000
2017_11_17_16_36_54_669,0,0.866019,0,18.85424,0.4410976,2000
2017_11_17_16_36_54_743,0,1,0,19.61898,0.4553283,2000
2017_11_17_16_36_54_818,0,1,0,20.41284,0.4759138,2000
2017_11_17_16_36_54_901,0,1,0,21.20354,0.5005678,2000
2017_11_17_16_36_54_983,0,1,0,21.98863,0.5277933,2000
2017_11_17_16_36_55_053,0,1,0,22.54517,0.5493601,2000
2017_11_17_16_36_55_133,0,1,0,23.33948,0.5788864,2000
2017_11_17_16_36_55_205,0,1,0,24.12339,0.6090387,2000
2017_11_17_16_36_55_284,0,1,0,24.89812,0.6395141,2000
2017_11_17_16_36_55_354,0,1,0,25.47504,0.6624575,2000
2017_11_17_16_36_55_423,0,0.9043989,0,26.21371,0.693062,2000
2017_11_17_16_36_55_492,0,0.736753,0,26.66353,0.7153951,2000
2017_11_17_16_36_55_561,-0.015,0.4897088,0,27.02439,0.7421849,2000
2017_11_17_16_36_55_633,-0.03,0.3145749,0,27.15596,0.7587722,2000
2017_11_17_16_36_55_710,-0.05,0.0447309,0,27.12668,0.7752057,2000
2017_11_17_16_36_55_782,-0.06999999,0,0,26.91083,0.7842883,2000
2017_11_17_16_36_55_849,-0.085,0,0,26.74631,0.7869434,2000
2017_11_17_16_36_55_927,-0.105,0,0,26.52752,0.7867154,2000
2017_11_17_16_36_55_997,-0.125,0,0,26.30957,0.7835609,2000
2017_11_17_16_36_56_068,-0.14,0,0,26.14666,0.7799014,2000
2017_11_17_16_36_56_146,-0.16,0,0,25.93015,0.7738591,2000
2017_11_17_16_36_56_226,-0.18,0,0,25.71446,0.7669212,2000
2017_11_17_16_36_56_296,-0.9474522,0,0,25.49941,0.7613266,2000
2017_11_17_16_36_56_374,-0.668305,0,0,24.93228,0.7502074,2000
2017_11_17_16_36_56_451,-0.4359191,0,0,24.63985,0.7368309,2000
2017_11_17_16_36_56_518,-0.234502,0,0,24.4585,0.7250038,2000
2017_11_17_16_36_56_594,-0.04241204,0,0,24.30496,0.7171986,2000
2017_11_17_16_36_56_668,0,0,0,24.09273,0.7073912,2000
2017_11_17_16_36_56_748,0,0,0,23.89608,0.6981425,2000
2017_11_17_16_36_56_820,0,0,0,23.70351,0.6893933,2000
2017_11_17_16_36_56_893,0,0,0,23.56051,0.6830803,2000
2017_11_17_16_36_56_970,0,0,0,23.37103,0.67491,2000
2017_11_17_16_36_57_049,0,0,0,23.18311,0.6669522,2000
2017_11_17_16_36_57_126,0,0,0,22.99672,0.6591548,2000
2017_11_17_16_36_57_199,0,0,0,22.81182,0.6514833,2000
2017_11_17_16_36_57_269,0,0,0,22.67413,0.6457983,2000
2017_11_17_16_36_57_351,0,0.08775294,0,22.49185,0.6382973,2000
2017_11_17_16_36_57_426,0,0.310845,0,22.50124,0.6316996,2000
2017_11_17_16_36_57_508,0,0.5544779,0,22.72623,0.6286563,2000
2017_11_17_16_36_57_573,0,0.711408,0,23.04268,0.6298899,2000
2017_11_17_16_36_57_648,0,0.9776759,0,23.66538,0.6372167,2000
2017_11_17_16_36_57_729,0,1,0,24.44405,0.6517152,2000
2017_11_17_16_36_57_802,0,1,0,25.21476,0.6718822,2000
2017_11_17_16_36_57_869,0,1,0,25.7889,0.6894734,2000
2017_11_17_16_36_57_946,0,1,0,26.54883,0.7150935,2000
2017_11_17_16_36_58_016,0,1,0,27.30261,0.742322,2000
2017_11_17_16_36_58_095,0,1,0,27.86398,0.7634065,2000
2017_11_17_16_36_58_170,0,1,0,28.60716,0.7920518,2000
2017_11_17_16_36_58_251,0,1,0,29.34435,0.8210357,2000
2017_11_17_16_36_58_333,0,1,0,30.07563,0.8501596,2000
2017_11_17_16_36_58_401,0,0.794323,0,30.7154,0.8790619,2000
2017_11_17_16_36_58_479,-0.005,0.5615559,0,31.12311,0.9055268,2000
2017_11_17_16_36_58_564,-0.025,0.304606,0,31.2918,0.9271614,2000
2017_11_17_16_36_58_632,-0.04,0.1436889,0,31.27088,0.9392346,2000
2017_11_17_16_36_58_713,-0.05999999,0,0,31.05498,0.949069,2000
2017_11_17_16_36_58_794,-0.08,0,0,30.80223,0.9521646,2000
2017_11_17_16_36_58_875,-0.1,0,0,30.5505,0.9507254,2000
2017_11_17_16_36_58_957,-0.125,0,0,30.23702,0.9448894,2000
2017_11_17_16_36_59_033,-0.14,0,0,30.049,0.9399872,2000
2017_11_17_16_36_59_114,-0.16,0,0,29.79906,0.932384,2000
2017_11_17_16_36_59_187,-0.18,0,0,29.55039,0.9239647,2000
2017_11_17_16_36_59_271,-0.1999999,0,0,29.30277,0.9150265,2000
2017_11_17_16_36_59_355,-0.7474661,0,0,28.67943,0.903782,2000
2017_11_17_16_36_59_435,-0.554482,0,0,28.27901,0.8886944,2000
2017_11_17_16_36_59_503,-0.30463,0,0,28.05979,0.874498,2000
2017_11_17_16_36_59_582,-0.06719798,0,0,27.84475,0.8623036,2000
2017_11_17_16_36_59_652,0,0,0,27.66295,0.8538687,2000
2017_11_17_16_36_59_719,0,0,0,27.43453,0.8431676,2000
2017_11_17_16_36_59_800,0,0,0,27.21279,0.8330511,2000
2017_11_17_16_36_59_880,0,0,0,26.99382,0.8233812,2000
2017_11_17_16_36_59_956,0,0,0,26.77677,0.8140357,2000
2017_11_17_16_37_00_030,0,0,0,26.61513,0.8071864,2000
2017_11_17_16_37_00_099,0,0,0,26.40112,0.7982181,2000
2017_11_17_16_37_00_171,0,0,0,26.24174,0.7915921,2000
2017_11_17_16_37_00_244,0,0,0,26.03075,0.7828674,2000
2017_11_17_16_37_00_334,0,0.07598108,0,25.82146,0.7742501,2000
2017_11_17_16_37_00_415,0,0.2712541,0,25.7754,0.7664361,2000
2017_11_17_16_37_00_483,0,0.521928,0,25.97268,0.7620112,2000
2017_11_17_16_37_00_554,0,0.7030801,0,26.24981,0.7621558,2000
2017_11_17_16_37_00_628,0,0.922233,0,26.8324,0.7678783,2000
2017_11_17_16_37_00_698,0,1,0,27.57289,0.7806985,2000
2017_11_17_16_37_00_767,0,1,0,28.13151,0.7942979,2000
2017_11_17_16_37_00_837,0,1,0,28.87269,0.8159892,2000
2017_11_17_16_37_00_913,0,1,0,29.42458,0.834093,2000
2017_11_17_16_37_00_991,0,1,0,30.15508,0.8598267,2000
2017_11_17_16_37_01_062,0,1,0,30.87988,0.8867264,2000
2017_11_17_16_37_01_132,0,1,0,31.41963,0.9073713,2000
2017_11_17_16_37_01_201,0,1,0,32.13415,0.9352577,2000
2017_11_17_16_37_01_268,0,1,0,32.66629,0.906784,2000
2017_11_17_16_37_01_343,0,1,0,33.37078,0.8224192,2000
2017_11_17_16_37_01_412,0,1,0,33.89542,0.7824845,2000
2017_11_17_16_37_01_480,0,1,0,34.59,0.7503457,2000
2017_11_17_16_37_01_550,0,1,0,35.10727,0.7373611,2000
2017_11_17_16_37_01_621,0,0.8289219,0,35.74517,0.7300622,2000
2017_11_17_16_37_01_695,0,0.6064631,0,36.07484,0.7292763,2000
2017_11_17_16_37_01_764,-0.02,0.3986169,0,36.30249,0.7309281,2000
2017_11_17_16_37_01_837,-0.04,0.180463,0,36.30572,0.7331008,2000
2017_11_17_16_37_01_917,-0.05999999,0,0,36.08011,0.7338329,2000
2017_11_17_16_37_01_996,-0.08,0,0,35.78678,0.7322086,2000
2017_11_17_16_37_02_076,-0.09500001,0,0,35.56734,0.7298324,2000
2017_11_17_16_37_02_152,-0.115,0,0,35.27552,0.7256209,2000
2017_11_17_16_37_02_232,-0.135,0,0,34.98451,0.7206022,2000
2017_11_17_16_37_02_302,-0.155,0,0,34.69423,0.7150601,2000
2017_11_17_16_37_02_370,-0.8401901,0,0,34.28941,0.7105588,2000
2017_11_17_16_37_02_448,-0.607279,0,0,33.68321,0.7019894,2000
2017_11_17_16_37_02_527,-0.3695049,0,0,33.33702,0.6924837,2000
2017_11_17_16_37_02_597,-0.1593699,0,0,33.08326,0.6839687,2000
2017_11_17_16_37_02_665,0,0,0,32.87442,0.6782168,2000
2017_11_17_16_37_02_734,0,0,0,32.66995,0.6727433,2000
2017_11_17_16_37_02_814,0,0.07709706,0,32.40545,0.6658285,2000
2017_11_17_16_37_02_891,0,0.27441,0,32.30029,0.6596206,2000
2017_11_17_16_37_02_958,0.005,0.510465,0,32.40749,0.6553821,2000
2017_11_17_16_37_03_034,0.02,0.3211799,0,32.51809,0.6540304,2000
2017_11_17_16_37_03_112,0.04,0.09342295,0,32.45938,0.6531916,2000
2017_11_17_16_37_03_186,0.05999999,0,0,32.21571,0.6515045,2000
2017_11_17_16_37_03_265,0.08,0,0,31.95156,0.648383,2000
2017_11_17_16_37_03_343,0.961201,0,0,31.64763,0.5412162,2000
2017_11_17_16_37_03_415,0.782806,0,0,31.10689,0.6594583,2000
2017_11_17_16_37_03_495,0.543694,0,0,30.61099,0.7611735,2000
2017_11_17_16_37_03_573,0.3082991,0,0,30.34897,0.8226382,2000
2017_11_17_16_37_03_648,0.04579306,0,0,30.11443,0.859639,2000
2017_11_17_16_37_03_724,0,0,0,29.85654,0.8804961,2000
2017_11_17_16_37_03_799,0,0,0,29.61445,0.89074,2000
2017_11_17_16_37_03_881,0,0,0,29.37767,0.8941669,2000
2017_11_17_16_37_03_950,0,0.03814495,0,29.20181,0.8937405,2000
2017_11_17_16_37_04_020,0,0.2893889,0,29.12216,0.8910834,2000
2017_11_17_16_37_04_088,0,0.4597169,0,29.22425,0.8896949,2000
2017_11_17_16_37_04_169,0,0.7364008,0,29.55307,0.8910062,2000
2017_11_17_16_37_04_250,0,0.9801509,0,30.12546,0.8978285,2000
